user_id;Name;;Category1;;Place;City
9647;crifasi;;Nature;;Wisata Mangrove Tapak;Semarang
9648;angenie;;Tourist Attraction;;Indonesia Kaya Park;Semarang
9649;lindzi;;Tourist Attraction;;Semarang Contemporary Art Gallery;Semarang
9650;indiya;;Nature;;Pantai Sundak;Jogja
9651;abdelhadi;;History;;Taman Pelangi Jogja;Jogja
9652;nastasie;;Tourist Attraction;;Embung Tambakboyo;Jogja
9653;rohrbach;;History;;Kota Lama Semarang;Semarang
9654;muntjar;;Culture;;Embung Tambakboyo;Jogja
9655;gereldine;;History;;Pantai Patihan;Jogja
9656;gattis;;Culinary;;Pantai Patihan;Jogja
9657;khayyam;;Nature;;Desa Wisata Lembah Kalipancur;Semarang
9658;nayema;;Tourist Attraction;;Waduk Jatibarang;Semarang
9659;theodosios;;Nature;;Kawasan Malioboro;Jogja
9660;tuyetnhung;;Nature;;Waduk Jatibarang;Semarang
9661;jayvionna;;Culture;;Kawasan Malioboro;Jogja
9662;gelonese;;Culture;;Pura Giri Natha;Semarang
9663;deddo;;Tourist Attraction;;Tugu Pal Putih Jogja;Jogja
9664;onyedikachi;;History;;Taman Srigunting;Semarang
9665;willoe;;Culinary;;Semarang Chinatown;Semarang
9666;ambrosi;;Tourist Attraction;;Desa Wisata Lembah Kalipancur;Semarang
9667;esco;;Nature;;Kampung Tematik Jawi;Semarang
9668;ahonesti;;History;;Taman Tabanas;Semarang
9669;mccade;;History;;Candi Gedong Songo;Semarang
9670;lasar;;History;;Kebun Teh Nglinggo;Jogja
9671;cantalupo;;Tourist Attraction;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
9672;rorem;;Nature;;Tebing Breksi;Jogja
9673;reimi;;Culture;;Monumen Palagan Ambarawa;Semarang
9674;modla;;Nature;;Kauman Pakualaman Yogyakarta;Jogja
9675;esther;;Culinary;;Kampung Wisata Kadipaten;Jogja
9676;rozeena;;Nature;;Pasar Beringharjo;Jogja
9677;auben;;Nature;;Hutan Mangrove Kulon Progo;Jogja
9678;rentas;;History;;The Lost World Castle;Jogja
9679;jalyssa;;Culture;;Pantai Marina;Semarang
9680;tshanti;;Culinary;;Brown Canyon;Semarang
9681;abaigh;;Nature;;Gembira Loka Zoo;Jogja
9682;jarlin;;History;;Desa Wisata Lembah Kalipancur;Semarang
9683;mahid;;Culinary;;Puncak Gunung Api Purba - Nglanggeran;Jogja
9684;joli;;History;;Watu Mabur Mangunan;Jogja
9685;pennyann;;Nature;;Monumen Palagan Ambarawa;Semarang
9686;saffet;;Tourist Attraction;;Desa Wisata Pulesari;Jogja
9687;iysla;;Culinary;;Pantai Marina;Semarang
9688;marguret;;Culinary;;Candi Gedong Songo;Semarang
9689;drayton;;Nature;;Kebun Teh Nglinggo;Jogja
9690;jessalynn;;Culture;;Brown Canyon;Semarang
9691;ermenhild;;Nature;;Waduk Jatibarang;Semarang
9692;bury;;History;;Pasar Beringharjo;Jogja
9693;raitis;;History;;Selected Places;Jogja
9694;camiel;;Culinary;;Candi Ijo;Jogja
9695;latreece;;History;;Candi Ijo;Jogja
9696;jermia;;Culinary;;Gua Maria Kerep Ambarawa;Semarang
9697;tyquasha;;Nature;;Hutan Pinus Kayon;Semarang
9698;elanor;;Culture;;Air Terjun Kedung Pedut;Jogja
9699;hirschfeld;;Nature;;Candi Prambanan;Jogja
9700;sharyan;;Culinary;;Grand Maerakaca;Semarang
9701;peleg;;Nature;;Wisata Kalibiru;Jogja
9702;atanasia;;History;;Alun Alun Selatan Yogyakarta;Jogja
9703;brealle;;Nature;;Lawang Sewu;Semarang
9704;jurni;;Tourist Attraction;;Bunker Kaliadem Merapi;Jogja
9705;sicilia;;Culture;;Lawang Sewu;Semarang
9706;bryanda;;Culture;;Desa Wisata Lembah Kalipancur;Semarang
9707;molinagarcia;;History;;Taman Pelangi Jogja;Jogja
9708;harryette;;History;;Semarang Chinatown;Semarang
9709;angjelina;;Culture;;Bendung Lepen;Jogja
9710;elijaah;;Culture;;Wisata Mangrove Tapak;Semarang
9711;goldsworthy;;Culture;;Wisata Eling Bening;Semarang
9712;goderski;;Culinary;;Pasar Beringharjo;Jogja
9713;sifford;;Culture;;Taman Srigunting;Semarang
9714;lucyanna;;Culture;;Kampoeng Rawa;Semarang
9715;maic;;History;;Pantai Parangtritis;Jogja
9716;maleiyah;;Nature;;Tebing Breksi;Jogja
9717;katelinn;;Culture;;Pantai Glagah;Jogja
9718;laeth;;History;;Taman Pelangi Jogja;Jogja
9719;vasileios;;Culinary;;Hutan Mangrove Kulon Progo;Jogja
9720;gorana;;Nature;;Umbul Sidomukti;Semarang
9721;hartsgrove;;Tourist Attraction;;Tebing Breksi;Jogja
9722;haoyun;;Tourist Attraction;;The Lost World Castle;Jogja
9723;yaselin;;Nature;;Gua Maria Kerep Ambarawa;Semarang
9724;jud;;Nature;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
9725;ditte;;Nature;;Kampung Wisata Kadipaten;Jogja
9726;raymonda;;Culinary;;Kota Lama Semarang;Semarang
9727;martese;;Culinary;;Pasar Kebon Empring Bintaran;Jogja
9728;sadulla;;Culinary;;Alun-alun Utara Keraton Yogyakarta;Jogja
9729;jennetta;;Culture;;Bendung Lepen;Jogja
9730;gricel;;Culinary;;Monumen Sanapati;Jogja
9731;rhogen;;Nature;;Pura Giri Natha;Semarang
9732;yanaira;;Culinary;;Taman Kasmaran;Semarang
9733;georgene;;Culinary;;Grand Maerakaca;Semarang
9734;seibold;;Culinary;;Pantai Sundak;Jogja
9735;conyu;;Tourist Attraction;;Goa Rancang Kencono;Jogja
9736;esah;;History;;Taman Kasmaran;Semarang
9737;dragoy;;Culinary;;Gembira Loka Zoo;Jogja
9738;ronna;;Culinary;;Pantai Cipta;Semarang
9739;boysie;;Tourist Attraction;;Desa Wisata Sungai Code Jogja Kota;Jogja
9740;allory;;History;;Masjid Agung Ungaran;Semarang
9741;dickins;;History;;Masjid Agung Ungaran;Semarang
9742;vitaline;;Culinary;;Pantai Drini;Jogja
9743;francina;;Culinary;;Masjid Agung Ungaran;Semarang
9744;zakarian;;History;;Wisata Eling Bening;Semarang
9745;azimjon;;History;;Bendung Lepen;Jogja
9746;chealsie;;History;;Embung Tambakboyo;Jogja
9747;dierking;;Tourist Attraction;;Lawang Sewu;Semarang
9748;sunia;;Nature;;Monumen Sanapati;Jogja
9749;shaheim;;Tourist Attraction;;Watu Lumbung;Jogja
9750;manana;;Nature;;Obyek Wisata Goa Kreo;Semarang
9751;udana;;Nature;;Grand Maerakaca;Semarang
9752;gianetta;;History;;Saloka Theme Park;Semarang
9753;alymuhammad;;History;;Pintoe Langit Dahromo;Jogja
9754;lamontre;;Tourist Attraction;;Kota Lama Semarang;Semarang
9755;immani;;Tourist Attraction;;Masjid Agung Ungaran;Semarang
9756;chenaya;;Tourist Attraction;;Bukit Lintang Sewu;Jogja
9757;beki;;History;;Kawasan Wisata Sosrowijayan;Jogja
9758;luxanna;;Nature;;Pasar Beringharjo;Jogja
9759;dammon;;Culinary;;Goa Rancang Kencono;Jogja
9760;narinder;;Culture;;Jurang Tembelan Kanigoro;Jogja
9761;audis;;Nature;;Green Village Gedangsari;Jogja
9762;tasmina;;History;;Monumen Sanapati;Jogja
9763;brielynn;;History;;Pantai Jogan;Jogja
9764;aiela;;Nature;;Desa Wisata Sungai Code Jogja Kota;Jogja
9765;khalil;;Tourist Attraction;;Desa Wisata Pulesari;Jogja
9766;obelia;;History;;Flower Farm Setiya Aji;Semarang
9767;senaido;;History;;Durian Gardens and Tourism Education Watu Simbar;Semarang
9768;macdowell;;History;;Pantai Baruna;Semarang
9769;loisl;;History;;Pantai Baruna;Semarang
9770;dinh;;Culture;;Jembatan Biru Ambarawa;Semarang
9771;rodrigus;;Tourist Attraction;;Pantai Drini;Jogja
9772;elvir;;Culinary;;Bentara Budaya Yogyakarta (BBY);Jogja
9773;jourie;;Nature;;Kampoeng Djadhoel Semarang;Semarang
9774;laterrious;;Culture;;Kota Lama Semarang;Semarang
9775;chevala;;Culinary;;Alun-alun Utara Keraton Yogyakarta;Jogja
9776;sobhi;;Culture;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
9777;melesa;;Nature;;Pantai Wediombo;Jogja
9778;chesser;;Culinary;;Pintoe Langit Dahromo;Jogja
9779;delance;;Nature;;Indonesia Kaya Park;Semarang
9780;bega;;Culinary;;Waduk Jatibarang;Semarang
9781;beyonka;;Culinary;;Hutan Mangrove Kulon Progo;Jogja
9782;krusoe;;Culture;;Kebun Teh Nglinggo;Jogja
9783;stu;;Nature;;Candi Prambanan;Jogja
9784;kollier;;Culture;;Pantai Samas;Jogja
9785;vinesha;;Culture;;Pantai Kukup;Jogja
9786;nakyra;;History;;Kawasan Malioboro;Jogja
9787;rayko;;Nature;;Umbul Sidomukti;Semarang
9788;hubertusz;;Culture;;Pintoe Langit Dahromo;Jogja
9789;jeremya;;Culinary;;Watu Goyang;Jogja
9790;mondesir;;Tourist Attraction;;Tebing Breksi;Jogja
9791;orthman;;Tourist Attraction;;Tirto Argo Siwarak;Semarang
9792;santram;;History;;Pasar Beringharjo;Jogja
9793;fulwiley;;Culinary;;Goa Pindul;Jogja
9794;shoptaw;;History;;Gua Maria Kerep Ambarawa;Semarang
9795;kanoa;;Culture;;Bukit Paralayang, Watugupit;Jogja
9796;janayiah;;Culinary;;Kampoeng Rawa;Semarang
9797;arvia;;Tourist Attraction;;Kawasan Malioboro;Jogja
9798;missino;;History;;Bentara Budaya Yogyakarta (BBY);Jogja
9799;ebron;;Culinary;;Semarang Chinatown;Semarang
9800;sutherlyn;;History;;The Lost World Castle;Jogja
9801;plenge;;Culinary;;Hutan Pinus Kayon;Semarang
9802;arasele;;Culture;;Pasar Kebon Empring Bintaran;Jogja
9803;pacificia;;Culture;;Hutan Pinus Asri;Jogja
9804;demarcus;;Tourist Attraction;;Semarang Chinatown;Semarang
9805;aveion;;Nature;;Tugu Pal Putih Jogja;Jogja
9806;bill;;Nature;;Bendung Lepen;Jogja
9807;ettore;;Culinary;;Pantai Patihan;Jogja
9808;jataveon;;Culinary;;Kawasan Malioboro;Jogja
9809;ozziel;;Culinary;;Pantai Sundak;Jogja
9810;lyrah;;Nature;;Kampung Wisata Kadipaten;Jogja
9811;adaja;;Culinary;;Water Blaster Bukit Candi Golf;Semarang
9812;zhenja;;Tourist Attraction;;Hutan Pinus Pengger;Jogja
9813;liudvikas;;Culture;;Candi Gedong Songo;Semarang
9814;kanji;;Culinary;;Pantai Wediombo;Jogja
9815;ricker;;Culture;;Lava Bantal;Jogja
9816;uygar;;Culture;;Pura Giri Natha;Semarang
9817;junhao;;Culture;;Monumen Sanapati;Jogja
9818;dukes;;History;;Kota Lama Semarang;Semarang
9819;jovannie;;Tourist Attraction;;Gua Maria Kerep Ambarawa;Semarang
9820;ahkeel;;Culture;;Semarang Chinatown;Semarang
9821;yulene;;History;;The World Landmarks - Merapi Park Yogyakarta;Jogja
9822;rinlee;;History;;Selected Places;Jogja
9823;zamaira;;Culinary;;Pura Giri Natha;Semarang
9824;yuan;;Culinary;;Flower Farm Setiya Aji;Semarang
9825;randalle;;Culture;;Sindu Kusuma Edupark (SKE);Jogja
9826;maguy;;Culinary;;Desa Wisata Pulesari;Jogja
9827;camauri;;Culture;;Masjid Agung Ungaran;Semarang
9828;elinn;;History;;Wisata Kaliurang;Jogja
9829;bekett;;Tourist Attraction;;Bukit Paralayang, Watugupit;Jogja
9830;malashia;;Nature;;Lava Bantal;Jogja
9831;jadon;;Culture;;Pantai Baruna;Semarang
9832;clarinda;;History;;Indonesia Kaya Park;Semarang
9833;lickman;;Culinary;;Hutan Pinus Asri;Jogja
9834;hyang;;Culinary;;Wisata Alam Wana Wisata Penggaron;Semarang
9835;braecklein;;History;;Kampung Batik Gedong Semarang;Semarang
9836;kyrsha;;History;;Wisata Alam Wana Wisata Penggaron;Semarang
9837;rickeshia;;Nature;;Air Terjun Semirang;Semarang
9838;ezikiel;;Tourist Attraction;;La Kana Chapel;Semarang
9839;aviela;;History;;Desa Wisata Pulesari;Jogja
9840;marlena;;Nature;;Pantai Sundak;Jogja
9841;derossitte;;Nature;;Puncak Segoro;Jogja
9842;taura;;Nature;;The World Landmarks - Merapi Park Yogyakarta;Jogja
9843;mili;;Tourist Attraction;;Embung Tambakboyo;Jogja
9844;shondelle;;Culinary;;Puncak Kebun Buah Mangunan;Jogja
9845;hirving;;Tourist Attraction;;Durian Gardens and Tourism Education Watu Simbar;Semarang
9846;raevyn;;Tourist Attraction;;Hutan Pinus Asri;Jogja
9847;treon;;Culture;;Kampung Batik Gedong Semarang;Semarang
9848;nikodemas;;Nature;;Kampung Pelangi;Semarang
9849;fantroy;;Tourist Attraction;;Bukit Paralayang, Watugupit;Jogja
9850;raschell;;Tourist Attraction;;Selected Places;Jogja
9851;marcellas;;Nature;;Wisata Mangrove Tapak;Semarang
9852;trevien;;Culinary;;Monumen Palagan Ambarawa;Semarang
9853;brenton;;Culinary;;Semarang Contemporary Art Gallery;Semarang
9854;aelicia;;Culture;;Waduk Jatibarang;Semarang
9855;baltich;;Culture;;Hutan Pinus Kayon;Semarang
9856;adein;;Tourist Attraction;;Desa Wisata Sungai Code Jogja Kota;Jogja
9857;baruc;;Culture;;Pantai Baruna;Semarang
9858;melosa;;Nature;;Bentara Budaya Yogyakarta (BBY);Jogja
9859;dyandra;;History;;Water Blaster Bukit Candi Golf;Semarang
9860;nicolaos;;Tourist Attraction;;Taman Srigunting;Semarang
9861;valdimar;;History;;Masjid Agung Ungaran;Semarang
9862;octavius;;Nature;;Pantai Nglambor;Jogja
9863;rufino;;Culinary;;Museum Kereta Ambarawa;Semarang
9864;filcho;;Culinary;;Gua Maria Kerep Ambarawa;Semarang
9865;lemal;;Culture;;Taman Kasmaran;Semarang
9866;sugna;;Culture;;Kampung Pelangi;Semarang
9867;zarla;;Nature;;Brown Canyon;Semarang
9868;maeby;;History;;Jurang Tembelan Kanigoro;Jogja
9869;sajidur;;Tourist Attraction;;Candi Ijo;Jogja
9870;luellar;;Tourist Attraction;;Pantai Marina;Semarang
9871;parerna;;Nature;;Pantai Indrayanti;Jogja
9872;seteria;;Tourist Attraction;;Kampung Wisata Kadipaten;Jogja
9873;diethilde;;History;;Pantai Drini;Jogja
9874;leorn;;Culinary;;Kampung Wisata Kadipaten;Jogja
9875;kimon;;Tourist Attraction;;Kota Lama Semarang;Semarang
9876;damarrion;;Nature;;Hutan Pinus Pengger;Jogja
9877;toralf;;Culture;;La Kana Chapel;Semarang
9878;tashya;;History;;Wisata Kaliurang;Jogja
9879;thaddues;;Culinary;;Hutan Pinus Kayon;Semarang
9880;saudia;;Nature;;Seribu Batu Songgo Langit;Jogja
9881;laurale;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
9882;layron;;History;;Taman Kasmaran;Semarang
9883;declyn;;Nature;;Masjid Kapal Semarang;Semarang
9884;aekerly;;Culture;;Watu Lumbung;Jogja
9885;memwaldy;;Tourist Attraction;;Taman Pelangi Jogja;Jogja
9886;taquella;;Tourist Attraction;;Desa Wisata Sungai Code Jogja Kota;Jogja
9887;sybol;;Culture;;Kawasan Malioboro;Jogja
9888;iakovos;;History;;Hutan Pinus Pengger;Jogja
9889;robertus;;History;;Seribu Batu Songgo Langit;Jogja
9890;ced;;Culinary;;Kota Lama Semarang;Semarang
9891;merleah;;Tourist Attraction;;Taman Kasmaran;Semarang
9892;genesee;;Culinary;;Water Blaster Bukit Candi Golf;Semarang
9893;chloeigh;;Culinary;;Taman Pelangi Jogja;Jogja
9894;weasner;;Culinary;;Kauman Pakualaman Yogyakarta;Jogja
9895;shariden;;Tourist Attraction;;Grand Maerakaca;Semarang
9896;westerfield;;Tourist Attraction;;Watu Gunung Ungaran;Semarang
9897;shnika;;Culinary;;Lawang Sewu;Semarang
9898;detelina;;History;;Jembatan Biru Ambarawa;Semarang
9899;arnould;;Culinary;;Old City 3D Trick Art Museum;Semarang
9900;lettingham;;Tourist Attraction;;Flower Farm Setiya Aji;Semarang
9901;brannon;;Tourist Attraction;;Pantai Indrayanti;Jogja
9902;takema;;Nature;;Umbul Sidomukti;Semarang
9903;zamanbek;;Culture;;Jurang Tembelan Kanigoro;Jogja
9904;salupa;;Culinary;;Tugu Pal Putih Jogja;Jogja
9905;shyneka;;Tourist Attraction;;Kampung Wisata Kadipaten;Jogja
9906;marylene;;Tourist Attraction;;The World Landmarks - Merapi Park Yogyakarta;Jogja
9907;dolloff;;Culinary;;Gua Maria Kerep Ambarawa;Semarang
9908;auris;;Nature;;Water Blaster Bukit Candi Golf;Semarang
9909;lartha;;History;;The Lost World Castle;Jogja
9910;jenell;;Tourist Attraction;;Bendung Lepen;Jogja
9911;toika;;Nature;;Desa Wisata Sungai Code Jogja Kota;Jogja
9912;shrina;;Culture;;Monumen Sanapati;Jogja
9913;pawna;;Nature;;Candi Ijo;Jogja
9914;amiena;;Culinary;;Candi Ijo;Jogja
9915;afzal;;History;;Monumen Palagan Ambarawa;Semarang
9916;forman;;History;;La Kana Chapel;Semarang
9917;jalea;;Tourist Attraction;;Watu Goyang;Jogja
9918;gehlbach;;Culture;;Gembira Loka Zoo;Jogja
9919;rivet;;Culinary;;Taman Kasmaran;Semarang
9920;nileah;;Culinary;;Pantai Marina;Semarang
9921;antrell;;History;;Wisata Mangrove Tapak;Semarang
9922;kassidy;;Nature;;Kampoeng Djadhoel Semarang;Semarang
9923;dossie;;Culinary;;Kampung Batik Gedong Semarang;Semarang
9924;cordier;;Tourist Attraction;;Pantai Ngrenehan;Jogja
9925;sanita;;Culture;;Wisata Eling Bening;Semarang
9926;brittan;;Tourist Attraction;;Pasar Beringharjo;Jogja
9927;gherghina;;History;;Taman Kasmaran;Semarang
9928;rachata;;Nature;;Pantai Sundak;Jogja
9929;peron;;Culinary;;Pantai Baruna;Semarang
9930;beigenwald;;History;;Candi Ijo;Jogja
9931;behrend;;History;;Flower Farm Setiya Aji;Semarang
9932;anaberta;;Nature;;Candi Gedong Songo;Semarang
9933;quadair;;Culinary;;Kawasan Malioboro;Jogja
9934;kaileah;;Nature;;Bukit Paralayang, Watugupit;Jogja
9935;carene;;Culinary;;Benteng Pendem;Semarang
9936;jhala;;Nature;;Kampoeng Rawa;Semarang
9937;ratana;;Tourist Attraction;;Bukit Lintang Sewu;Jogja
9938;dredan;;Tourist Attraction;;Candi Ijo;Jogja
9939;lamani;;Culture;;Kampoeng Rawa;Semarang
9940;tyhler;;Culture;;Sindu Kusuma Edupark (SKE);Jogja
9941;monasha;;Tourist Attraction;;Pantai Samas;Jogja
9942;nadima;;Nature;; Pantai Cipta;Semarang
9943;kortnei;;Culture;;Kampoeng Rawa;Semarang
9944;daygen;;History;;Pantai Nglambor;Jogja
9945;guransh;;Tourist Attraction;;Wisata Mangrove Tapak;Semarang
9946;britiny;;Tourist Attraction;;Monumen Serangan Umum 1 Maret;Jogja
9947;pavni;;Tourist Attraction;;Pantai Krakal;Jogja
9948;chandana;;Tourist Attraction;;Goa Rancang Kencono;Jogja
9949;codin;;Culture;;Old City 3D Trick Art Museum;Semarang
9950;margeurite;;Culinary;;Embung Tambakboyo;Jogja
9951;herschell;;History;;Kota Lama Semarang;Semarang
9952;mandingo;;Tourist Attraction;;Monumen Serangan Umum 1 Maret;Jogja
9953;jamaya;;Culinary;;Pantai Baruna;Semarang
9954;gurmannat;;Culture;;Watu Mabur Mangunan;Jogja
9955;stor;;Culture;;Wisata Kaliurang;Jogja
9956;estafania;;Culture;;Taman Srigunting;Semarang
9957;kierstyn;;Culinary;;Taman Pelangi Jogja;Jogja
9958;leilannie;;Tourist Attraction;;Waduk Jatibarang;Semarang
9959;letonia;;Culture;;Kampung Wisata Kadipaten;Jogja
9960;jackhenry;;Tourist Attraction;;Candi Gedong Songo;Semarang
9961;nylayah;;Culinary;;Desa Wisata Lembah Kalipancur;Semarang
9962;grissel;;Culture;;Candi Ijo;Jogja
9963;daejanay;;Tourist Attraction;;Puncak Gunung Api Purba - Nglanggeran;Jogja
9964;masaichi;;Culture;;Selected Places;Jogja
9965;aarent;;Nature;;Taman Pandanaran;Semarang
9966;dyshaun;;Nature;;Kawasan Wisata Sosrowijayan;Jogja
9967;freeland;;Culture;;Wisata Eling Bening;Semarang
9968;ingaborg;;Tourist Attraction;;Puncak Kebun Buah Mangunan;Jogja
9969;dedrian;;Tourist Attraction;;Kampung Wisata Kadipaten;Jogja
9970;josealejandro;;Culinary;;Candi Borobudur;Jogja
9971;makkah;;Culture;;Alun Alun Selatan Yogyakarta;Jogja
9972;jahey;;Culinary;;Kampoeng Rawa;Semarang
9973;linssens;;History;;Kawasan Malioboro;Jogja
9974;lebrandon;;Culture;;Wisata Eling Bening;Semarang
9975;esbeydi;;Culture;;Wisata Kaliurang;Jogja
9976;kala;;Culture;;Pantai Marina;Semarang
9977;derly;;History;;Monumen Palagan Ambarawa;Semarang
9978;quillian;;Tourist Attraction;;Semarang Chinatown;Semarang
9979;nanci;;Culture;;Wisata Eling Bening;Semarang
9980;antwonette;;History;;Watu Mabur Mangunan;Jogja
9981;donaho;;Nature;;Green Village Gedangsari;Jogja
9982;leteisha;;Tourist Attraction;;Kampung Tematik Jawi;Semarang
9983;janiyyah;;History;;Pasar Kebon Empring Bintaran;Jogja
9984;eduart;;Culinary;;Masjid Agung Ungaran;Semarang
9985;tippets;;History;;Bunker Kaliadem Merapi;Jogja
9986;tennill;;Culinary;;Puncak Segoro;Jogja
9987;lillion;;Nature;;Pasar Beringharjo;Jogja
9988;rudeen;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
9989;dipaola;;Nature;;Candi Borobudur;Jogja
9990;dawnetta;;Tourist Attraction;;Taman Kasmaran;Semarang
9991;oren;;Culinary;;Monumen Sanapati;Jogja
9992;ursula;;Culinary;;Masjid Kapal Semarang;Semarang
9993;batur;;Nature;;Taman Pandanaran;Semarang
9994;leshea;;Nature;;Monumen Sanapati;Jogja
9995;branislavka;;Culinary;;Pantai Patihan;Jogja
9996;seras;;Nature;;Monumen Sanapati;Jogja
9997;salinas;;Tourist Attraction;;Seribu Batu Songgo Langit;Jogja
9998;denham;;Culture;;Tugu Muda Semarang;Semarang
9999;karanicas;;Culture;;Puncak Kebun Buah Mangunan;Jogja
10000;loueen;;Nature;;Selected Places;Semarang
10001;shezad;;Culinary;;Nol Kilometer Jl.Malioboro;Jogja
10002;annicia;;Culinary;;Jembatan Biru Ambarawa;Semarang
10003;schertz;;History;;Kampung Pelangi;Semarang
10004;mireyna;;History;;Kampoeng Rawa;Semarang
10005;zumrud;;Culture;;Wisata Alam Wana Wisata Penggaron;Semarang
10006;gentrit;;Culinary;;Sindu Kusuma Edupark (SKE);Jogja
10007;aamori;;Nature;;Taman Srigunting;Semarang
10008;rickiya;;Culinary;;Kampoeng Djadhoel Semarang;Semarang
10009;guillerma;;Culture;;Pantai Kukup;Jogja
10010;kiahnna;;History;;Candi Gedong Songo;Semarang
10011;kimmo;;Tourist Attraction;;Selected Places;Jogja
10012;forgue;;Tourist Attraction;;Nol Kilometer Jl.Malioboro;Jogja
10013;devin;;Tourist Attraction;;Bukit Wisata Pulepayung;Jogja
10014;tavaria;;Nature;;Hutan Pinus Pengger;Jogja
10015;aaronjoseph;;Culture;;Pasar Beringharjo;Jogja
10016;persephany;;Culinary;;Air Terjun Semirang;Semarang
10017;brendia;;History;;Wisata Kalibiru;Jogja
10018;saveroon;;History;;Kampoeng Rawa;Semarang
10019;malikia;;Tourist Attraction;;Pantai Nguluran;Jogja
10020;kutsi;;Culture;;Waduk Jatibarang;Semarang
10021;ersilia;;Culture;;Kota Lama Semarang;Semarang
10022;jaquai;;Culture;;Pantai Wediombo;Jogja
10023;natajah;;History;;GPIB Immanuel Semarang (Gereja Blenduk);Semarang
10024;sianni;;History;;Pantai Depok Jogja;Jogja
10025;binky;;Nature;;Pantai Drini;Jogja
10026;sofika;;Culture;;Pasar Kebon Empring Bintaran;Jogja
10027;clouchete;;Nature;;Puncak Gunung Api Purba - Nglanggeran;Jogja
10028;genessys;;Culture;;Jurang Tembelan Kanigoro;Jogja
10029;arneda;;History;;Sindu Kusuma Edupark (SKE);Jogja
10030;argo;;Culinary;;Puncak Segoro;Jogja
10031;dasha;;Nature;;Semarang Chinatown;Semarang
10032;laltoo;;Nature;;Kampung Batik Gedong Semarang;Semarang
10033;aulay;;Culture;;Old City 3D Trick Art Museum;Semarang
10034;meluta;;Culture;;Water Blaster Bukit Candi Golf;Semarang
10035;jarron;;Nature;;Taman Pelangi Yogyakarta;Jogja
10036;shaterra;;Tourist Attraction;;Kauman Pakualaman Yogyakarta;Jogja
10037;rosietta;;Culinary;;Pasar Kebon Empring Bintaran;Jogja
10038;donnal;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
10039;kitija;;Culture;;Kampoeng Rawa;Semarang
10040;lakken;;Culinary;;Water Blaster Bukit Candi Golf;Semarang
10041;rushit;;Culture;;Watu Lumbung;Jogja
10042;zulaika;;Nature;;Green Village Gedangsari;Jogja
10043;jaylenne;;Culture;;Gua Maria Kerep Ambarawa;Semarang
10044;demetria;;Culture;;Puncak Kebun Buah Mangunan;Jogja
10045;quienton;;Tourist Attraction;;Lawang Sewu;Semarang
10046;saviyon;;History;;Museum Kereta Ambarawa;Semarang
10047;garlanda;;Nature;;Grand Maerakaca;Semarang
10048;sarafat;;Culture;;Pantai Nguluran;Jogja
10049;wictor;;Culinary;;Water Blaster Bukit Candi Golf;Semarang
10050;sirron;;Tourist Attraction;;Candi Borobudur;Jogja
10051;makynna;;Culinary;;Pantai Marina;Semarang
10052;learline;;History;;Kauman Pakualaman Yogyakarta;Jogja
10053;fertilien;;Nature;;Desa Wisata Sungai Code Jogja Kota;Jogja
10054;blaiz;;Tourist Attraction;;Flower Farm Setiya Aji;Semarang
10055;seamas;;Culinary;;Monumen Palagan Ambarawa;Semarang
10056;rohail;;Nature;;Monumen Palagan Ambarawa;Semarang
10057;jaydn;;Culinary;;Jurang Tembelan Kanigoro;Jogja
10058;kaydenze;;Tourist Attraction;;Masjid Kapal Semarang;Semarang
10059;rebouche;;Culinary;;Old City 3D Trick Art Museum;Semarang
10060;khushboo;;Culture;;Air Terjun Semirang;Semarang
10061;smiya;;Nature;;Kampung Batik Gedong Semarang;Semarang
10062;saadettin;;History;;Watu Lumbung;Jogja
10063;enyu;;History;;Pantai Krakal;Jogja
10064;deanise;;Culture;;Selected Places;Semarang
10065;hajrati;;History;;Candi Gedong Songo;Semarang
10066;alvertia;;History;;Pantai Parangtritis;Jogja
10067;norval;;Culinary;;Monumen Palagan Ambarawa;Semarang
10068;adelajde;;Culture;;Semarang Chinatown;Semarang
10069;byrd;;Culture;;Goa Rancang Kencono;Jogja
10070;kaibren;;Culture;;Kampoeng Rawa;Semarang
10071;evika;;Culture;;Watu Lumbung;Jogja
10072;crystin;;Culinary;;Candi Prambanan;Jogja
10073;akindynos;;History;;Pantai Baruna;Semarang
10074;yelenis;;Nature;;Desa Wisata Pulesari;Jogja
10075;fitzger;;Nature;;Old City 3D Trick Art Museum;Semarang
10076;debell;;Tourist Attraction;;Lawang Sewu;Semarang
10077;maikali;;Culture;;Waduk Jatibarang;Semarang
10078;esteffany;;Tourist Attraction;;Museum Kereta Ambarawa;Semarang
10079;chanze;;Culinary;;Semarang Chinatown;Semarang
10080;yewell;;Nature;;Pantai Kukup;Jogja
10081;makovsky;;Tourist Attraction;;Kampung Pelangi;Semarang
10082;johntrell;;Culinary;;Pantai Nguluran;Jogja
10083;tyonna;;Culinary;;Gua Maria Kerep Ambarawa;Semarang
10084;torra;;Culinary;;Jembatan Biru Ambarawa;Semarang
10085;mckennan;;Culinary;;De Mata Museum Jogja;Jogja
