Event_Id,Event_Name,Description,Category,City,Price,Rating,Pelaksanaan,Regist
374,Assistant to Founder and Executive Director,This is a good opportunity for someone who either has non-profit experience or who would like to learn the workings of a non-profit organization up close.,Strengthening_Communities,BREBES,619000,5,4/12/2022,11/14/2022
375,Volunteer For Housing Works' Design On A Dime 2011,"Design on a Dime is New York Cityâ€™s most popular interior design benefit event. The seventh anniversary features more than 50 of the worldâ€™s top interior designers, who create room vignettes with merchandise which is donated and then sold to provide revenue for our client services",Strengthening_Communities,TANAH DATAR,660000,2,7/15/2023,6/25/2023
376,Garden Assistant Volunteer Program,This volunteer opportunity allows you to work in a garden zone of your choice within Hudson River Park. Youâ€™ll be working with a Lead Gardener on a regular basis to help maintain a specific area.,Strengthening_Communities,TEGAL,555000,3,4/11/2022,10/15/2022
377,Girl Scout Series - Brooklyn,"We are New York Cityâ€™s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world a better place.",Strengthening_Communities,MERANGIN,247000,1,7/23/2023,3/7/2023
378,Special Camp Fair 2012,Volunteer at the annual Special Camp Fair Helping_Neighbors_in_Need families of children with disabilities find summer programs.,Strengthening_Communities,MAJALENGKA,700000,4,10/17/2023,9/27/2023
379,Help Clean Up after Hurricane Irene in Far Rockaway,Help clean up tree limbs that came down during Hurricane Irene.,Emergency_preparedness,ROTE NDAO,188000,3,12/2/2023,1/23/2023
380,Education Nonprofit Seeks Recruitment Volunteers,"Blue Engine recruits, selects, trains, and supports recent college graduates who dedicate one year of service to accelerate academic achievement in high-need public high schools. Since we are still in the early stages of growth, we need driven people to help us get the word out about Blue Engine.",Education,BERAU,634000,1,11/8/2023,7/22/2023
381,School Year Internship: Fall 2011 Program Intern,Girls Write Now is accepting applications for volunteer or for-credit interns for Fall 2011. Interns will gain valuable experience with a fast-growing nationally recognized non-profit organization and also enhance his/her career opportunities in the literary and arts education professions.,Education,TORAJA UTARA,703000,4,12/7/2023,6/22/2023
382,Do you want to make a Difference? Volunteer at ClassWish.org!,Recruiting outstanding volunteers to collaborate on the boldest nonprofit initiative we know. We are looking for passionate volunteers with exceptional skills to take initiative on different projects. This is an outstanding leadership opportunity in an innovative start-up nonprofit organization,Education,MANOKWARI SELATAN,258000,3,7/19/2023,6/29/2023
383,SAG (Support & Gear) Vehicle Driver or Assistant Driver,Ensure that we have support and gear vehicle drivers ready to provide whatever help or tools a cyclist may need.,Education,DEIYAI,471000,4,12/21/2022,1/12/2022
384,Work With Visually Impaired Teens This Summer!,Are you 18 years of age or older? We have opportunities during the day from 9-3 and in the evening from 4-10. (There can be some flexibility during the evening shift for those who leave work at 5). Contact us to schedule your interview today!,Helping_Neighbors_in_Need,MAMBERAMO RAYA,781000,3,8/14/2023,7/25/2023
385,"New York's College Goal Sunday - February 5, 2012","New Yorkâ€™s College Goal Sunday is a service project of the New York State Financial Aid Administrators Association and the New York State Higher Education Services Corp., the state financial aid agency.",Education,LUWU TIMUR,315000,1,12/4/2023,3/23/2023
386,American Diabetes Association - FERIA DE SALUD!,"The American Diabetes Association's largest Latino event of the year â€“ Feria de Salud, scheduled to take place on Saturday, August 27, 2011.",Health,HALMAHERA TENGAH,815000,3,4/21/2023,1/4/2023
387,Business Partner- PENCIL Partnership Program,"Through our renowned Partnership Program, PENCIL builds and supports customized relationships between business leaders and principals to inspire innovation and transform public schools.",Education,SOLOK SELATAN,414000,2,7/30/2023,10/7/2023
388,Memorial Sloan-Kettering Cancer Center,Help Cancer Patients with their treatement needs by donating blood or platelets.,Emergency_preparedness,BANJAR,133000,1,5/14/2023,4/24/2023
389,Fund Raising,Work with a team to do fundraising,Strengthening_Communities,GORONTALO,763000,2,5/15/2023,4/25/2023
390,Volunteer Coordinator,"Works with the co-producers and Front of House Manager to recruit, screen and organize volunteers for an array of opportunities with one of NYC's leading small opera companies.",Strengthening_Communities,ACEH BESAR,162000,2,12/24/2022,4/12/2022
391,Deliver a Winter Package and Visit with an isolated Manhattan Senior,"Warm up the day of a senior! Deliver a package and visit with an older person for about an hour. Sunday, Jan. 30, 2010 10:00 am - Noon DOROT 171 West 85 Street (off Amsterdam Ave.) Photo ID Required",Helping_Neighbors_in_Need,SINJAI,482000,4,9/23/2023,3/9/2023
392,Harm Reduction Adv,"HRC seeks enthusiastic and committed volunteers to work with us in our training, overdose, and policy programs. Volunteer duties may include:",Strengthening_Communities,BONE,247000,2,10/5/2023,4/20/2023
393,JASA Home Delivered Meals Office Volunteer,Assist with office work and interact with staff and clients at Brooklyn Home Delivered Meals office.,Helping_Neighbors_in_Need,BOALEMO,528000,5,4/1/2023,12/15/2022
394,Seeking Volunteer Yoga Instructor,Mainchance Drop-In Center for Manhattan's homeless and hungry is seeking a volunteer yoga instructor to continue work with interested clients.,Health,BELU,549000,5,6/19/2023,5/30/2023
395,Graphic Designer,The Mayor's Office of Immigrant Affairs is seeking an experienced graphic designer to donate their time and skill to make the NYC Restaurant Owner Manual come to life.,Strengthening_Communities,BOJONEGORO,423000,4,2/13/2023,1/24/2023
396,General Call for Governor's Island Volunteers,"Governorâ€™s Island needs volunteers for programs for its on-Island partners,such as serving as an Island Ambassador, staffing large public events, maintaining flower beds in the Historic District, or working with children at the Island's Harbor Discovery Area. Sign up at: Bit.ly/GIAVolunteer !",Strengthening_Communities,B A T A M,441000,5,12/7/2023,6/22/2023
397,Web designer,Build a website for an Afghan business,Strengthening_Communities,SOLOK,273000,5,2/4/2023,3/13/2023
398,Event Planning for Professionals,"Event planning helps an organization coordinate all the moving pieces of a major event, including venue & logistics, invitation, evening program & entertainment, caterers, sponsors, ticketing, and gift bags/auctions/raffles.",Strengthening_Communities,BARITO TIMUR,389000,3,2/18/2023,1/29/2023
399,Teach Adults and Kids how to Ride Bikes!,"Become a volunteer with Bike New York, a non-profit Bicycling organization, and give someone the life changing skill of knowing how to ride a bike!",Education,SELUMA,772000,1,8/13/2023,7/24/2023
400,Manhattan/Asser Levy Rec. Center: Water Aerobics Instructor for Shape Up New York,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at the Asser Levy Recreation Center (392 Asser Levy Place NY, NY, 10010), accessible by the M23 bus and 6 train.",Health,NGAWI,695000,3,11/3/2023,2/19/2023
401,Fall Forest Restoration Volunteer Kickoff,Join us as we start our fall volunteer season with events in three areas of Van Cortlandt Park,Strengthening_Communities,PEMATANG SIANTAR,141000,4,11/12/2022,11/21/2022
402,"Our Time's 9th Annual Benefit Gala - April 11, 2011","Monday, April 11, 2011: Our Time seeks volunteers to help with preparations for and coordination of its 9th Annual Benefit Gala, which will be honoring David Seidler, writer of The King's Speech.",Strengthening_Communities,JAYAPURA,691000,1,11/23/2022,3/11/2022
403,IT Assistant,"NY Artists Unlimited is a 28 year old nonprofit organization that takes free professional theatre and art to under-served audiences. A multicultural company, we tour New York City and the Northeast with works that evoke dignity of the individual and sanctity of the human spirit.",Strengthening_Communities,CIREBON,332000,5,6/6/2023,5/17/2023
404,"""Farm to Feast"" Gala at Battery Park","Volunteers needed for event setup, greeting guests, and run of show for the Battery Gala on June 7th. Dinner will be provided.",Strengthening_Communities,BANDUNG BARAT,933000,2,3/16/2023,2/24/2023
405,Search Engine Optimization for Professionals,"A Search Engine Optimization (SEO) plan helps an organization's website to rank better organically across various search engines, including Google, Yahoo and Bing. Organic ranking is determined by a variety of factors that include both on the page and off the page elements.",Strengthening_Communities,SUMBA TIMUR,501000,3,10/4/2023,3/21/2023
406,Staff Development Trainer,The Jewish Museum seeks a volunteer staff development trainer.,Strengthening_Communities,GAYO LUES,281000,1,12/26/2022,6/12/2022
407,Bronx: Zumba Instructor for Shape Up NYC at St. Mary's Recreation Center,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Maryâ€™s Recreation Center (St. Annâ€™s Avenue at East 145th street, Bronx, NY 10455)",Health,BALANGAN,949000,1,4/18/2023,3/29/2023
408,JASA St. Martin's Poetry Instructor,Lead a poetry class with our seniors.,Strengthening_Communities,DELI SERDANG,814000,2,4/10/2023,9/14/2023
409,Poll Workers and Interperters Needed!,"he Board of Elections in the City of New York is in need of poll workers to serve at poll sites across the city. The Board is also recruiting bilingual residents fluent in Spanish, Chinese or Korean to serve as interpreters on Election Day.",Strengthening_Communities,BIAK NUMFOR,982000,4,1/10/2023,11/9/2023
410,Summer Spanish or French Instructor,"Lenox Hill Neighborhood House, widely recognized as one of New York's premier human services providers, is a 117-year old settlement house that provides an extensive array of effective and integrated services--social, educational, legal, health, housing, mental health, nutritional and fitness.",Helping_Neighbors_in_Need,SORONG,628000,5,11/5/2023,4/21/2023
411,Resume Review Workshop Volunteer,Want a meaningful volunteer experience? Come and work one on one with Met Council clients to update their resumes.,Helping_Neighbors_in_Need,SIAU TAGULANDANG BIARO,224000,1,12/23/2022,3/12/2022
412,JASA Cooper Square Thrift Shop Volunteer,Volunteers are needed to help the residents and staff of JASA Cooper Square Senior Housing Building with their flea markets.,Helping_Neighbors_in_Need,KAPUAS HULU,604000,2,8/2/2023,1/19/2023
413,Enjoy Outdoor Theater? --55+ Only,Help usher for outdoor performances in Queens.,Helping_Neighbors_in_Need,SUMENEP,881000,5,7/10/2023,9/17/2023
414,Legal Advisor,Provide legal services and advice to the agency and ensure our compliance to all applicable NYS non-profit laws and provisions in our day to day functioning.,Strengthening_Communities,KONAWE SELATAN,444000,5,8/17/2023,7/28/2023
415,Grant Proposal Budget for Professionals,"A well-designed proposal budget accompanies an organizationâ€™s grant proposal or major ask and may be required by a funder. It amplifies the proposal by providing a well thought-out, specific, and tangible plan for the use of funds.",Strengthening_Communities,KEPULAUAN YAPEN,963000,1,7/13/2023,6/23/2023
416,Volunteer at UDEC ENVIROMEDIA MOBILE's MARITIME BACCHANAL & PIRATES FEST at IKEA ERIE BASIN PARK,"Seeking volunteers at various environmental recreation stations and as mobile museum docents for upcoming Maritime Festival and Pirates Fest at IKEA ERIE BASIN. Volunteers will be outfitted in Pirate Costume, or can bring their own-event is on JULY 30th",Environment,SUKOHARJO,845000,3,11/20/2022,10/31/2022
417,Animal Foster Parent,"Major Objective: To provide a stable, caring and loving environment for BAWâ€™s animals while they are on medical or behavior treatment",Environment,MANGGARAI TIMUR,394000,4,9/27/2023,7/9/2023
418,Leadership Council volunteer opportunity,"Comprised of local young professionals who seek to raise awareness, resources, and funds for The Family Center, the Leadership Council celebrates the idea of family with a passionate commitment to serve the needs of families in NYC through the sharing of energy, resources and advocacy.",Strengthening_Communities,TIMOR TENGAH SELATAN,914000,2,8/7/2023,6/18/2023
419,Feed our East Harlem community,"The Momentum Project needs volunteers urgently to help with our dinner program located on East 106th Street in East Harlem, Manhattan, offering a nutritious hot meal and pantry to take home, as well as social services.",Helping_Neighbors_in_Need,SAWAH LUNTO,415000,5,7/14/2023,6/24/2023
420,Become a Skilled Volunteer with Habitat-NYC,"Build with Habitat-NYC. Come Pound, Haul, Hammer or Paint at the Habitat-NYC construction site in Brooklyn.",Strengthening_Communities,TANJUNG PINANG,854000,5,7/3/2023,2/15/2023
421,Administrative Coordinator,Global Potential (GP) is looking for energetic and motivated volunteer to assist with communication and administrative office matters. Volunteer in this position will perform and oversee a variety of general office support assignments.,Strengthening_Communities,PROBOLINGGO,894000,2,8/9/2023,8/19/2023
422,Summer day camp volunteer,"Starting July 2011. Activities vary week by week, but volunteers will generally assist students in activities including an education enrichment period, singing, computer time, arts and crafts and more. There will also be an all-day trip once a week, on Wednesdays or Fridays.",Strengthening_Communities,TOBA SAMOSIR,712000,2,10/10/2023,9/20/2023
423,Seeking Drupal Volunteers for the End Poverty Campaign,"Drupal, PHP & other website programming and design volunteers wanted for the End Poverty Campaign",Strengthening_Communities,PAMEKASAN,385000,4,10/31/2022,11/10/2022
424,Yiddish Speaking Homework Helper Needed,Volunteers are paired one on one with tutees to help teach and explain the homework assignments that the tutees have had difficulty with.,Helping_Neighbors_in_Need,MATARAM,966000,4,3/25/2023,5/3/2023
425,Board Member Search Strategy for Professionals,A board member search strategy helps an organization build a strong board of directors that is committed to furthering the organization's mission.,Strengthening_Communities,PESAWARAN,300000,5,11/4/2023,3/22/2023
426,John Kieran Volunteer Day,Join us as we restore the beautiful John Kieran Nature Trail and the forest.,Strengthening_Communities,MUSI RAWAS UTARA,812000,4,8/5/2023,4/18/2023
427,8th Annual Children's Sports & Fitness Expo,"A one day free event in June for children featuring over 25 sports activities, nutrition clinics, health screening, entertainment, and vendors. Volunteers will be integral to this event running effectively and providing a place where children can be introduce to new sports and health education.",Health,KAIMANA,927000,5,1/31/2023,11/1/2023
428,9/11 - Emergency_preparedness Fair,What are you doing to honor the 10th anniversary 9/11? Why not help seniors become better prepared for emergency situations? Help create and distribute Emergency_preparedness resources and materials at low income senior housing sites.,Emergency_preparedness,TANGERANG,214000,5,3/21/2023,1/3/2023
429,Seeds in the Middle - Volunteer Girls Soccer Coach,Help elementary and middle school aged girls become stronger and healthier by volunteering your time as a soccer coach in an under-resourced Brooklyn community.,Health,MUKOMUKO,886000,5,8/15/2023,7/26/2023
430,Find the Perfect Volunteer Job for You!,"VRC is a liaison between volunteers and the non-profit agencies that depend on volunteer support. We will help match your interests, skills, and schedule availability with a non-profit that needs your help.",Strengthening_Communities,TULANG BAWANG BARAT,737000,4,12/27/2022,7/12/2022
431,Photography and Art Opportunities,Our website would like to include the work of photographers and artists. A wide range of work is welcome that could enhance our site and help you gain exposure. Choose one or more of the following:,Strengthening_Communities,MAMASA,236000,2,6/18/2023,5/29/2023
432,Foster Care Recruiter,"Tracking with Excel, followup with foster parent, prescreen for foster care, mailing",Helping_Neighbors_in_Need,REJANG LEBONG,920000,4,12/2/2023,1/23/2023
433,Halloween Carnival Committee,Take on leadership and organizational role in set up and execution of halloween carnival in park slope,Strengthening_Communities,PADANG,300000,2,10/15/2023,9/25/2023
434,Tree Care Workshop - Queens 4/9,"Help water and care for the 70,000 new street trees that have been planted across New York City! Join the MillionTreesNYC Stewardship Corps and help keep New York City GREEN by coming to a free MillionTreesNYC stewardship workshop",Environment,NAGAN RAYA,778000,5,2/16/2023,1/27/2023
435,Soup Kitchen Cook,"Coney Island Community Kitchen, all-volunteer Coney Island nonprofit, providing meals for low-income/under poverty line community members, seeks a part-time Soup Kitchen volunteer cook to prepare meals on Fridays. Must be certified, enjoy cooking and giving back to community.",Helping_Neighbors_in_Need,PENAJAM PASER UTARA,761000,2,12/14/2022,11/24/2022
436,Help Transform Lives and Strengthen Communities - Become a Mentor - 55+ Only,An RSVP mentor can make a difference in a childâ€™s life and yours.,Education,BANJAR BARU,492000,1,12/26/2022,6/12/2022
437,BeFitNYC Physical Activity Organizers,Are you looking for ways to be more physically active? Want to help your community get moving?,Health,MAHAKAM HULU,971000,4,7/13/2023,6/23/2023
438,Youth for Change & Seniors for Change Art Programs,"Work with groups, ages 6 - 16 and seniors. Help them learn and create artworks that raise public consciousness of the environment and other important issues.",Strengthening_Communities,KARANGANYAR,656000,4,9/25/2023,5/9/2023
439,High School Goal Weekend,"High School Goal Weekend! Saturday, September 24 and Sunday, September 25 9:00am - 3:00pm ~ Brooklyn Tech High School This event provides 8th and 7th grade students in foster care additional support with the high school planning and application process.",Education,PALU,781000,5,1/5/2023,11/4/2023
440,Dear Trevor Authors,"""Dear Trevor"" is an online, non-time sensitive question and answer resource for young people with questions surrounding sexual orientation and gender identity.",Helping_Neighbors_in_Need,BADUNG,980000,1,3/23/2023,3/3/2023
441,Computer Lab Teaching Assistant,The Computer Education Center at Lenox Hill Neighborhood House provides a supportive place for adults of all ages to learn how to use computers in ways that are meaningful to their lives.,Strengthening_Communities,PEGUNUNGAN BINTANG,154000,1,5/26/2023,6/5/2023
442,Saturday Tutors Needed!,"During GO School Saturday Tutorial Program, a professional teacher models a lesson, activity or project to a classroom of students. Volunteer tutors continue to work with small groups of (2) to (4) students on the lesson providing individualized attention which allows the students to thrive.",Education,KUDUS,608000,5,5/13/2023,4/23/2023
443,Leadership and Community Activism Mentor,We are looking for volunteer Leadership and Community Activism Mentors for the Launch It! Summer Workshop program.,Helping_Neighbors_in_Need,TEMANGGUNG,992000,1,5/25/2023,5/5/2023
444,Online Marketing Plan for Professionals,"Online marketing may include social media marketing, search engine optimization, display advertising on partner sites, brand integration, email blasts, search engine marketing or message board communication.",Strengthening_Communities,SORONG,412000,3,5/29/2023,9/5/2023
445,YOUR PLANET: THE HUMAN MAPPING PROJECT,Artichoke Dance Company performs YOUR PLANET: THE HUMAN MAPPING PROJECT at the culmination of beach clean up days to celebrate the earth.,Environment,TANAH BUMBU,206000,3,12/22/2022,2/12/2022
446,Event Set Up / Break Down,"Help with either Set up or Break down which would consist of doing so with the various tents and activities occuring on that day, i.e. lunch, rest stops, etc.",Environment,MESUJI,205000,2,11/2/2023,1/22/2023
447,Eastern John Muir Volunteer Day,Restore the forest through invasive removal and tree planting as well as maintenance work along the trail itself,Strengthening_Communities,ROKAN HILIR,133000,5,11/13/2022,10/24/2022
448,Take a Stand Against Violence,Be a hero in the LGBTQ communities! Volunteer with the NYC Gay and Lesbian Anti-Violence project.,Strengthening_Communities,MADIUN,383000,5,9/19/2023,8/30/2023
449,Carpentry and Interior Design,Design and/or craft improvements for our office space,Strengthening_Communities,PADANG PARIAMAN,536000,2,6/5/2023,4/16/2023
450,General Support Volunteer,Ubuntu Education Fund seeks a volunteer to assist with all communications and fundraising activities in the New York City office,Strengthening_Communities,TANAH LAUT,707000,2,6/21/2023,1/6/2023
451,Health Services Office Assistant,Filing and other office duties,Health,KONAWE,754000,5,12/21/2022,1/12/2022
452,Park Volunteer,"Volunteer Day, March 26th 2011, from 9am to 12pm",Strengthening_Communities,PULAU MOROTAI,505000,3,11/11/2022,10/22/2022
453,Food Tent Volunteer,"We will be providing breakfast, snacks, and lunch to our participants and need help distributing the food and insuring organization at the food tent.",Strengthening_Communities,PARIAMAN,672000,1,3/7/2023,6/13/2023
454,Bideawee Greeters,"Bideawee Greeters will welcome visitors to Bideawee's East 38th Street location when the veterinary practice is open and serve as an information resource, directory and ease visitor's transition into Bideawee's facilities.",Strengthening_Communities,HULU SUNGAI TENGAH,935000,5,4/25/2023,5/4/2023
455,Press Kit for Professionals,"A press (or media) kit is a collection of compelling communications materials that provide important information about an organization, its mission, recent news, and accomplishments. A press kit can be easily distributed to members of the media or to other interested parties.",Strengthening_Communities,PANGKAJENE DAN KEPULAUAN,690000,3,3/21/2023,1/3/2023
456,Be a Mentor.... Because Every Child Deserves a Chance!,Learn how you can directly make a positive impact on youth in Harlem!,Education,MAJENE,667000,1,12/22/2022,2/12/2022
457,Volunteer-Community Health Advocates,Community Health Advocates (CHA),Education,GORONTALO UTARA,896000,3,8/31/2023,11/8/2023
458,Volunteer with Storytelling in the Park-Queens,"Volunteer at Broad Channel Park in Queens. Storytelling will take place on Friday mornings in July. Volunteers will assist with crafts, games, snack distribution and face painting.",Strengthening_Communities,KULON PROGO,620000,3,6/14/2023,5/25/2023
459,Art Programming at Incarnation Childrenâ€™s Center,We are looking for artists to do arts programming with middle school and high school age students at the Incatnation Children's Center. ICC is a nursing facility for children who are HIV positive and living with physical and cognitive disabilities. Position is from April 16 - 30.,Strengthening_Communities,KATINGAN,794000,3,10/13/2023,9/23/2023
460,Girl Scout Series - Bronx,"We are New York Cityâ€™s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world a better place.",Strengthening_Communities,SIBOLGA,575000,2,5/1/2023,12/16/2022
461,Patient and Caregiver Support,Share meals with patients and caregivers that have travelled to NYC for medical treatment and are staying at the Miracle House facility.,Helping_Neighbors_in_Need,MANGGARAI BARAT,156000,5,10/21/2023,1/10/2023
462,Arts Instructors,PAL Brownsville Beacon Center (BBC) seeks dedicated volunteer artists and educators to lead a family engagement arts-based project connecting parents and teens.,Strengthening_Communities,LEBAK,312000,5,1/27/2023,7/1/2023
463,College Shower Fundraisers,Girls Inc of NYC is looking for volunteers to help distribute Boston Market fundraiser coupons to support its 12th Annual College Shower!,Strengthening_Communities,MANDAILING NATAL,184000,1,4/5/2023,4/14/2023
464,Lanch It! Summer Workshop Student/Volunteer,Get leadership & community organizing training and apply learning to launch a project. T.G.I. Friday's meal provided.,Strengthening_Communities,ACEH UTARA,767000,1,10/11/2022,10/21/2022
465,Neighborhood Profiles Coordinator,Big Apple Greeter is looking for a volunteer to coordinate the Neighborhood Information Profiles that appear on our website (www.bigapplegreeter.org).,Strengthening_Communities,BLORA,970000,4,3/8/2023,7/14/2023
466,Russian translator,Volunteer needed to translate written materials from English into Russian.,Helping_Neighbors_in_Need,TELUK BINTUNI,850000,3,9/18/2023,8/29/2023
467,Organizational Budget Design and Development for Professionals,"An operating budget provides an organization's leadership with focus to analyze key financial and strategic issues. Budget design and development involves all key stakeholders in the budgeting process, and helps an organization move from reactive to proactive, profitable money management.",Strengthening_Communities,PELALAWAN,771000,3,9/2/2023,1/20/2023
468,Not-for-profit Volunteer opportunities with pioneer Capoeira arts organization (various positions),We are a family of volunteers who are passionate to spread Capoeira experience among the youth and community. We are proud to join the journey with Afro-Brazil-Arts to tell you how to love and be loved by Capoeira,Strengthening_Communities,PRINGSEWU,815000,2,8/9/2023,8/19/2023
469,E-Newsletter Writing for Professionals,"An e-newsletter communicates recent developments, news and events to an organization's stakeholders. Timely and thoughtful e-newsletters provide a cost-effective way for an organization to engage supporters and donors while enhancing the organization's brand.",Strengthening_Communities,PANIAI,410000,3,8/31/2023,11/8/2023
470,"Lead crafts, games, face painting and popcorn making in Queens!","Volunteers are needed for Bayswater Park's Fall Festival on October 16, 2011. Duties include crafts, games, face painting and popcorn making. This event will be held in Far Rockaway, Queens.",Strengthening_Communities,SEMARANG,499000,3,2/10/2023,12/9/2023
471,Tutor,Help an adult with a developmental disability to fulfill his goal of passing his classes. He needs assistance with his remedial math and english classes.,Helping_Neighbors_in_Need,SUMEDANG,385000,4,12/31/2022,11/12/2022
472,Volunteer at Haunted Lantern Tours at Fort Totten-Queens,"Volunteers are needed for a Haunted Lantern Tour in Fort Totten, Queens, in the following areas:singers, clowns, magicians, arts and crafts.",Strengthening_Communities,MADIUN,176000,1,4/25/2023,5/4/2023
473,Sunday Soup Kitchen Outreach Volunteers,"Every Sunday at our outreach/information table, Cathedral Community Caresâ€™ volunteers provide information and referrals to clients of the Sunday Soup Kitchen.",Helping_Neighbors_in_Need,SERAM BAGIAN BARAT,919000,5,12/13/2022,11/23/2022
474,Event Sponsorship for Professionals,"Obtaining funding through corporate sponsorship is fundamental to the success of many events. However, securing corporate sponsorships for events can be challenging and skills involved are very different from those that work in organizationâ€™s everyday fundraising.",Strengthening_Communities,SAMARINDA,475000,5,1/25/2023,5/1/2023
475,Concert Site Assistants Wanted,The September Concert Foundation produces free concerts in NYC and needs stagehands to set-up and break-down. You would need to be available for a few hours on a day of the concert. It is a great opportunity to see a concert production from inside.,Strengthening_Communities,AMBON,331000,1,1/10/2023,11/9/2023
476,Young Adult Tutor (Updated 3/30/11),"Change your life by changing someone elseâ€™s. Tutor young adult males in high school who are aging out of the foster care system. Are you reliable? Social? Do you have a positive attitude? If that was a resounding yes, then see full description...",Education,WONOGIRI,188000,5,4/19/2023,3/30/2023
477,Fly-by-Night Dance Theater - Volunteer Grant Writer for Youth Dance Program,"Fly-by-Night is in need of a grant writer or fund-raising person to help with securing funds for their after-school dance program at the Muscota New School, Manhattan. Their program, free to participants , is focused on keeping students physically active as well as engaging them intellectually.",Strengthening_Communities,NIAS SELATAN,284000,2,2/27/2023,7/2/2023
478,Volunteer at the Stop 'N' Swap,"Volunteers will help us keep things organized at this fun reuse event where people bring clean, working, portable items they no longer need to share with others. Bring your swimsuit and take a dip in the ocean when the event is over! Volunteers will also help set up and break down.",Strengthening_Communities,DEMAK,277000,2,1/25/2023,5/1/2023
479,Client Services and Welcome Desk,NYAWC is seeking a volunteer to support the efficient operations of the Client Services division.,Helping_Neighbors_in_Need,PEKALONGAN,563000,1,11/15/2022,10/26/2022
480,Marketing Intern for Youth Programs Serving LGBT Youth,"Live Out Loud is a nonprofit organization that connects LGBT youth with positive, dynamic role models. We are seeking a marketing intern who is also able to help develop and execute marketing strategies for our programs and events.",Strengthening_Communities,PEGUNUNGAN ARFAK,552000,5,12/26/2022,6/12/2022
481,Manhattan/East 54st Rec. Center: Water Aerobics Instructor for Shape Up New York,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at the East 54th st. Recreation Center (348 East 54th street, NY, NY, 10022), accessible by the E, M trains.",Health,SABU RAIJUA,925000,1,3/26/2023,6/3/2023
482,Volunteer Videographer,"Big Apple Greeter is looking for a videographer to take videos during our two annual fundraisers, Greeter for a Day outings, and other special events as needed.",Strengthening_Communities,BENGKAYANG,981000,3,6/28/2023,8/6/2023
483,Mentors,"Mentors are asked to meet with their students 4-6 times a year, and maintain monthly contact by phone or email. SSP organizes events throughout the school year that mentors and students may attend together, or mentors may meet with students on their own â€“ the commitment is flexible.",Education,BULUKUMBA,368000,3,7/29/2023,9/7/2023
484,Lead Community Workshop,"AAANY is starting workshops to meet the needs of the Arab Immigrant community in the greater NYC area. We are looking for Volunteers to run workshops covering community empowerment/ information topics ranging from transportation, US laws and regulations, school registration, and health care.",Education,GRESIK,613000,4,12/31/2022,11/12/2022
485,Pantry Distribution,Volunteers help pack and distribute nutritious groceries to low-income families and individuals.,Helping_Neighbors_in_Need,PALEMBANG,867000,5,2/10/2023,12/9/2023
486,Western John Muir Volunteer Day,Remove invasive plants and help native trees and shrubs.,Strengthening_Communities,PIDIE JAYA,306000,2,11/10/2023,9/21/2023
487,Urban Adventures - Ice Skating at Lasker Rink,"Please join us and the students from Mott Hall on Saturday, January 29th, for an ice skating trip to Lasker Lanes!",Strengthening_Communities,HALMAHERA SELATAN,463000,5,7/9/2023,8/18/2023
488,Do You Enjoy Working on a Computer? --55+ Only,Do you want to help a public television station make sure itâ€™s revenue comes through? Become an accounting volunteer and help enter data and update their database.,Strengthening_Communities,SIJUNJUNG,610000,4,6/1/2023,12/17/2022
489,MATH tutors needed!,Help 6th-8th graders conquer their fear of basic math with individualized tutoring and real-world examples. No prior experience is necessary but motivated volunteers (all ages) who want to help kids succeed are key!,Education,SUMBA BARAT DAYA,655000,5,8/16/2023,7/27/2023
490,Mentor,"When you make the commitment to become a mentor, you are making the decision to have a real impact on a young person's life. Staff will guide you through recreation, enrichment, and academic activities through which you can share your skills, interests, and experiences with your mentee.",Education,BARITO KUALA,208000,1,9/16/2023,8/27/2023
491,Graphic Design for Professionals,"Print materials such as brochures, one-pagers, event invitations, flyers, and posters serve as valuable marketing tools. To put an organization's best messages forward, a designer combines copy content, photographs, brand, and logo together in a visually interesting and professional manner.",Strengthening_Communities,KARIMUN,579000,2,6/8/2023,7/17/2023
492,Shred Fest 2011!!,we are inviting all New Yorkers to protect their identity by bringing personal documents to be shredded for free at more locations than ever: 16 locations throughout the City. Shred Fest hours are from 10 am to 4 pm. Shred Fest volunteers will be needed on-site from 9:30 am to 4:30 pm.,Helping_Neighbors_in_Need,PATI,365000,3,4/24/2023,4/4/2023
493,"Volunteers Sought - School for Autistic, Douglaston Qns.","We need help in our preschool building where we serve children with autism. Building is in Douglaston, Queens and we need volunteers for Clerical/Administrative Duties & Cleaning. QSAC is a non profit agency serving children with autism throughout NYC. Please help us make a difference today!",Education,SLEMAN,931000,2,6/18/2023,5/29/2023
494,Purim Envelope Stuffing,"Help is needed to stuff, seal and stamp approximately 15,000 envelopes, in preparation for the upcoming Purim holiday.",Strengthening_Communities,MEDAN,926000,3,8/30/2023,10/8/2023
